Type_of_Renewable_Energy,Installed_Capacity_MW,Energy_Production_MWh,Energy_Consumption_MWh,Energy_Storage_Capacity_MWh,Storage_Efficiency_Percentage,Grid_Integration_Level,Initial_Investment_USD,Funding_Sources,Financial_Incentives_USD,GHG_Emission_Reduction_tCO2e,Air_Pollution_Reduction_Index,Jobs_Created
5,839.4867119,346279.38460252073,66524.54229,8070.840927,60.37593795,2,76214577.02,1,6518342.161,22546.02689,15.94093565,2450
2,163.1733018,134378.3771411116,413650.0762,9039.348167,68.36271865,1,150591564.1,2,15095796.99,25837.9862,88.48860229,4919
3,114.2011432,84823.1350957182,238791.3492,6793.016162,50.65142484,4,17846734.7,2,1087276.31,4778.588156,44.20033721,4376
3,894.7897729,591465.203361518,374703.0368,3992.342515,75.0181786,1,164009770.2,1,18253504.54,6408.013966,32.43910878,1143
4,429.7361449,219025.1027009322,79517.84667,2612.941917,79.10786778,3,461041875.7,1,13215883.08,20542.58908,62.87057943,3713
7,845.9048059,215282.93539702438,74904.74573,4477.747398,90.96386596,4,404247678.6,2,6621109.707,23388.55811,3.833259138,3038
2,856.9520763,339730.0232817086,77330.6755,3852.51248,90.75685715,4,68917190.94,1,7143300.811,39487.51594,60.03931683,4928
2,983.2375755,359954.81888667785,98850.16433,9835.246834,55.73069074,4,105310119.4,1,5526746.084,15228.1616,91.50619296,3412
3,976.6077779,642582.0572192596,260409.0028,7262.490669,63.75135548,2,484735497.7,1,15165839.83,5967.568181,16.70353214,3457
5,432.6090561,255530.80884137593,349692.9921,4709.008044,59.68919638,1,360757812.6,3,7813703.329,38743.08306,85.00666239,1491
6,694.1399743,238223.32877634227,321898.8275,4775.4533,76.90697206,4,188954111.0,1,1653722.441,35190.92557,77.81739081,4799
6,321.231172,162757.50874515725,104514.3309,9967.641267,99.17398488,3,76474712.14,3,19769718.16,30594.44456,42.34558428,4349
2,809.6999414,435048.9404926436,328351.1574,7185.896028,69.07892852,3,44413686.75,3,19983398.29,10535.99542,72.94153166,2331
6,407.3085203,143397.85944863915,406879.8254,2087.10039,75.95020777,4,28794098.25,2,8998493.976,38293.86359,71.94456795,242
4,138.6766068,98535.95964728462,50135.7401,7103.422507,98.21077928,2,326728581.8,1,3614833.764,15039.52749,79.28898298,654
5,368.5727864,175093.8468956921,186761.0386,2481.549381,56.51180707,3,437141077.1,3,18354785.96,119.924884,86.28747212,946
3,46.86878698,61715.631489350955,200746.051,2066.695529,69.2303317,3,318531179.3,3,5675709.995,40073.5045,35.30214511,4311
2,800.3510111,532463.3689188831,424366.9419,8368.077628,58.5692489,1,444798863.7,1,943270.7449,49665.68459,78.35422771,70
5,621.5800843,205125.1008487919,104078.158,2279.021234,83.52366343,4,133197399.6,2,3536707.652,14914.56843,63.09707276,419
7,853.1188505,348797.22162142745,112462.9075,4651.809997,63.6370561,2,336503090.1,1,2878530.273,10816.9812,69.99044119,2369
2,418.6352744,210894.37743808774,226037.9495,6301.517883,59.00722742,3,336838987.9,3,12108957.52,24068.22391,36.08088694,3022
2,679.6401762,335809.7091797003,39295.32042,3385.288777,79.92709895,3,79723758.9,2,17891856.04,49512.31624,25.61933295,4922
4,951.0131947,522216.74714212946,187209.3442,123.1303899,82.03307409,1,139664617.1,3,7779762.11,26366.36548,26.12535717,3971
7,642.7014227,218384.3051232281,112685.5817,6632.761897,92.29525008,1,217428908.1,2,2516753.014,18476.32759,37.63737701,3092
7,878.3805897,313339.58048641036,191617.9909,886.2215576,66.50493157,1,258223776.3,2,9662876.657,8870.929695,91.81079682,957
3,899.0073088,506655.2856710109,57475.19234,6734.723215,54.91490271,3,399158009.9,3,2084159.88,23175.93161,88.44173858,2589
4,217.2872584,120331.33220703073,228111.1105,2291.612661,88.36105204,3,450921568.1,3,17964770.69,5542.153689,88.54493974,2445
3,437.6059649,290211.23978976504,425959.1954,187.878994,52.14007236,2,350551145.6,1,13032516.61,14428.49877,7.028527017,718
7,283.4103376,155930.05166012334,264955.0228,2550.672091,56.81336504,1,460389163.3,1,16243312.02,31919.03886,26.13030025,501
1,479.447233,266472.0521096352,241534.957,9664.617045,75.18632873,3,344901120.5,2,11099704.8,16419.79583,63.68078073,3893
5,630.6960929,376419.1395661554,221539.0298,5399.763697,51.70511288,1,79955286.97,2,10613157.35,32222.58621,97.53102119,974
3,917.9773301,605951.9287798464,64238.06974,7660.602822,90.26549943,1,444665594.2,2,9606353.055,19771.06207,51.07917333,4268
4,138.9872341,99970.57976230478,404883.0231,7567.97461,93.69533691,2,416429340.3,2,13358220.11,13078.15717,28.72194119,3166
2,81.90812848,83606.91200550384,355483.7883,418.5341567,77.72318913,1,250291261.3,2,10260582.38,22148.33598,29.4118171,2661
6,373.7185538,158786.12498399714,321661.0671,9302.09298,85.81221434,4,345648684.3,3,17901228.0,11612.52587,14.51604674,998
2,613.6411024,400070.12542216317,93488.43641,6857.162054,84.10297479,2,303561006.9,3,11151910.71,23899.40069,84.76240631,535
7,282.8882098,104311.6796336181,35158.30502,9686.901825,69.99547141,4,315304172.5,1,3852090.85,41117.72477,82.14381503,2905
2,465.7307042,323405.0164738443,241070.9689,7783.615259,75.34956386,2,402308401.6,1,19146915.44,29788.7044,36.38553208,1160
5,946.564269,354763.15441943635,164410.7611,4588.701048,84.46988323,4,469711003.6,2,18617081.59,35460.83389,60.51589718,4904
4,260.013339,171785.18295146513,87423.64919,5949.607968,90.79839263,3,406192437.3,3,19309367.76,29190.56984,12.02747635,2079
3,247.8646611,187290.3961563832,293663.6116,5108.87415,71.92475065,1,443220514.2,1,6608452.303,38635.44918,77.83455659,1221
4,311.7927303,136962.4304070096,247055.0931,7315.669688,67.4428026,4,336182007.5,1,11419945.2,46281.86197,57.92304927,2335
5,268.9590092,166016.50153090316,1166.503751,5100.074707,93.51645436,2,401363765.1,1,14734042.47,11086.34411,77.4399207,4565
5,212.8397497,144691.50890118122,282767.7812,8431.480949,50.23341542,1,21863042.77,3,15125199.1,16539.36985,15.78405564,4868
3,686.8254352,345156.8256176201,278364.1447,7519.809873,94.2948839,3,399149470.0,3,7280568.312,28036.30777,21.56191681,3618
2,904.8246565,597734.6263138455,300092.4698,3330.689594,59.85189701,1,450134077.8,1,19271577.47,15426.72143,49.3289205,4906
7,10.58264973,35754.11745322522,126310.156,1797.952926,66.50504183,2,16597249.69,3,4084753.254,39042.16283,12.81309526,1926
6,765.0513549,364100.578172794,229019.0756,560.2075595,66.15786455,1,472911399.0,2,3850721.056,3747.060161,18.20391107,2498
7,484.1460994,217872.76710125394,327263.3655,7488.939514,76.31200375,3,306801311.0,2,5402932.164,36511.55168,90.74323628,4311
4,109.9467896,101124.42716415116,359671.8305,9974.185536,77.36073319,1,427254927.1,3,14175898.01,34355.02267,61.79548033,4122
7,354.4774968,175557.89708079468,167848.0151,4083.820329,54.71218704,1,231184484.0,1,3960483.485,25521.6873,73.77913972,729
2,93.07710674,79913.68379407498,202627.0434,1055.583985,79.50577569,2,485280263.2,2,9323639.542,33301.6524,34.75153111,595
2,381.2992672,178586.78455053072,403892.8595,8465.716654,50.81944827,4,52379712.85,3,19203984.47,2229.693553,40.02625731,2772
2,796.7743613,381413.19308915373,389876.9951,1210.213313,68.71960428,3,140324768.4,1,16758943.41,33627.70255,44.10921318,3700
7,921.8797768,411924.02282399964,239672.7771,338.1211865,52.43584316,1,399940880.8,3,10069475.99,5808.527176,56.34738078,2847
3,780.9591206,512186.48909756786,148908.9076,8062.221342,60.4170043,2,253980867.3,1,16394494.01,42356.0377,38.88915971,1769
4,562.2807818,340724.03858334874,4777.988049,6959.962599,62.02334776,1,421705603.8,2,9568604.189,32301.299,20.10976752,1289
4,822.5566843,295143.07872564904,332549.8354,7663.055455,98.80655235,3,9807070.131,2,1209061.58,49635.6384,55.9097245,489
7,263.6782091,124153.60415029115,9122.634924,6549.072399,92.19289371,3,233081872.9,3,12218435.52,43836.35611,25.25389677,4595
5,964.466575,507376.6593114652,120610.3407,7526.194787,70.26000053,1,395455476.9,1,1640779.286,33534.29991,99.46647852,760
4,356.8242875,149034.3004122992,94607.50693,576.0755188,57.9521481,4,254778481.4,1,13127276.44,21884.0623,54.52031752,3151
1,45.59922391,48107.75949240755,116998.3201,2203.964326,50.28419284,4,338635056.6,2,147911.507,26440.67637,30.76429923,2037
2,919.5974366,606964.1112107732,167290.7734,5338.884666,99.3214472,1,444144229.2,2,7156733.454,14588.29717,5.18165729,1048
3,573.7356484,390882.49833844043,360457.9741,7625.847488,92.27061963,1,200489586.2,1,17596398.98,8854.296589,77.51899236,351
7,363.500518,151042.33053013624,274715.0038,1044.50472,86.04781685,1,26584927.73,1,15801233.03,10089.21483,72.19130501,3788
7,229.7073482,116257.75937579657,274891.2296,6277.444472,66.14287401,3,180370389.0,3,17630615.01,28339.71873,15.81974677,2429
6,428.4585771,223882.87740797395,317488.6802,6177.741037,93.78926377,1,195095036.1,3,16220191.53,21115.44872,90.50545406,4459
6,504.0892822,229163.89324444433,211759.928,3867.246882,87.00720898,3,40872008.62,2,9011330.838,43236.96445,58.99911743,667
4,235.2938602,103197.98842013275,398703.6314,1792.951559,53.19382485,4,173012792.3,1,7180540.849,35345.14725,97.339649,3143
1,522.0345357,201301.9235728928,56690.54844,1325.242755,98.18757537,4,287117859.1,1,3687132.952,24816.59256,69.29386469,4788
5,348.3067641,160165.0159497522,204987.6463,9945.218386,85.27601698,4,417826143.2,2,1248399.873,13222.88432,9.355070312,908
3,934.7103048,522249.1042174222,129500.6261,3931.351729,61.30145077,3,160692374.1,1,2947085.984,13837.63116,90.23970952,4827
7,430.6088703,226245.51421251323,119269.5003,9083.325638,88.6339936,1,217864177.7,1,16105497.88,5812.935606,32.75024857,4697
3,942.9845063,621575.4846366557,354366.7511,6887.815477,73.80794777,3,190337128.5,3,1064405.745,13295.24431,55.309449,4605
5,451.7365286,279190.04726700176,213648.6777,4620.54781,72.24451231,1,485354992.9,3,18385506.76,45802.50695,20.32191505,402
1,81.78938776,81023.03522109479,235912.8544,8661.264394,57.96592449,2,250551370.5,2,14695476.52,30235.59361,50.27790596,82
2,666.8553255,372854.00408043846,386277.6198,8644.699687,79.96995028,3,268176925.4,1,17900908.53,17979.25059,62.63342281,3990
6,557.6411559,235063.06019003876,372958.4618,6145.612105,94.6876355,3,237911780.4,2,12504267.39,29010.67825,37.63482532,2340
7,997.3131496,234224.39062024222,277272.7022,9206.462695,89.02000984,4,255777314.9,1,9964554.213,39655.03217,4.262386973,4972
4,621.9160352,332566.9982659351,97019.22175,7001.384953,60.68176025,1,454380083.0,2,16307540.09,11559.83815,32.96845376,2487
2,482.5200613,333894.3838599855,130601.6195,5313.665747,66.76579278,2,180786425.7,1,998938.0264,26702.85388,55.71911994,885
5,115.6701205,67406.10955330942,307419.6613,3568.281431,75.44845826,3,285609085.1,1,7804064.336,1937.84453,5.897850287,37
3,936.2407331,617362.2253532723,248015.2474,460.629382,86.04383166,1,282043016.7,3,229982.6625,22388.47374,27.46036671,1326
4,294.2715452,149735.45045913555,159264.2011,2449.127844,81.22159612,3,288402113.7,3,9110517.721,1888.855746,59.81264937,2835
7,474.3782584,218732.53711434238,175422.5259,6707.802326,61.72640898,2,170931949.5,2,17952067.14,46444.47087,1.881004095,4433
6,559.7623013,357489.0486918828,106708.6438,8227.509453,95.58905865,1,407224735.7,1,10770227.82,41950.08868,66.43190965,2606
4,612.9178466,210611.5473600279,202993.2653,1333.398438,83.47181228,4,191980953.8,1,2607049.32,13064.34915,96.60580596,4403
5,125.9589544,88302.72535861371,106787.0676,3304.999315,65.19452501,2,366490966.0,1,11719449.75,10027.59827,73.80526596,3513
6,626.6001717,226522.44218624258,266520.681,9812.30925,79.15079842,4,294858945.4,1,19603604.03,2550.25298,44.19749182,3043
7,465.7999773,201094.29050914358,119423.0628,5730.034957,63.19969174,1,72556847.52,3,10417609.45,47416.92002,73.23903438,2583
2,184.1270178,126726.85470504855,135050.5897,3153.624182,83.43981113,2,14711579.79,3,100989.3131,2493.393421,50.10909197,2781
2,818.7817252,411182.56458492123,142494.2306,5861.091547,77.30827681,3,417159607.7,3,7927946.099,44645.06332,1.219339556,1417
3,584.0856942,343594.803198688,59152.38637,4846.226691,84.65804966,3,73724319.74,3,10336553.04,25894.16792,50.07318083,1659
4,175.4088865,85793.79485446282,322956.0628,9539.053242,61.90197057,4,146704527.4,1,4967314.276,19563.25524,81.65038568,2272
4,46.76982426,48632.41656155739,361084.5702,2013.698265,92.81757873,4,211465346.5,1,7824080.527,14985.04326,8.882248534,4324
3,243.034931,165931.94754775026,152454.701,2808.996584,68.65557381,3,401476132.2,2,8197051.106,21233.64628,43.68966283,3485
2,763.6161665,509512.8009735384,65796.85125,1289.252623,57.98249711,1,50114595.1,2,15510247.27,9045.423198,24.88643689,2476
3,162.1053353,114672.01745199162,360959.1172,9063.481701,71.20612307,4,17375355.32,2,5908275.315,9841.221363,60.01150262,1281
5,691.8239113,253381.7264592181,116343.9452,9696.38753,83.00242633,4,142027220.4,3,14218875.6,19576.87037,47.08657287,4696
4,858.0979242,291971.77474529744,119591.7485,8040.485668,62.66808231,3,363239156.9,2,6996964.848,29649.96552,60.49647278,4660
4,522.2999675,287706.4542294926,99940.78476,5745.141052,83.03388695,2,229685490.2,3,13890777.41,321.6112964,93.24588278,2406
3,712.3992482,446586.7073962219,62310.49215,6987.300222,67.22955857,3,305951763.9,1,15448779.41,12775.70952,19.28174559,80
7,860.1571087,305045.7850508465,365303.9505,2232.599872,61.68830403,3,25635078.01,3,16017998.13,5086.685816,19.30832486,4528
2,115.2507641,94807.7950952106,247115.1817,3941.122002,77.00478736,3,495987752.5,3,13392409.93,30869.11713,85.89534844,3743
6,638.1845149,200923.3187697659,253676.1231,9771.713228,82.93943676,4,150536652.6,2,4343312.236,27148.14827,47.8669668,4143
1,484.2002781,299667.0391496977,117094.841,2072.736158,91.39951264,3,324735444.1,2,15595869.62,27839.04448,53.61920495,4721
1,311.0872753,201690.86804166032,308368.9265,7391.971386,80.81331013,1,361010701.8,1,12796609.53,18819.72762,96.24571348,4953
6,701.4850495,203496.94884746725,52900.58071,6860.783149,77.89570772,4,142273850.9,3,9068370.254,26623.30493,23.71656188,669
3,685.0616721,460434.8674537273,74634.50961,1645.514644,73.08227125,1,464848634.8,1,13970541.61,6274.901183,30.71562512,3095
6,366.677236,131993.02797571875,75542.47484,3050.009368,99.13180794,3,222170831.8,2,10076394.18,3926.829573,72.92932114,3171
2,895.9628166,456692.8851536064,139362.9014,3095.628817,73.54976025,3,358894180.8,1,6958936.804,13476.98685,61.10584839,1704
5,10.58910514,35314.55532618426,131175.384,1678.27613,98.35736035,4,230148400.8,2,8534093.95,32741.33249,53.60119399,1201
3,498.9011933,330787.14365865226,282094.4103,3431.039358,70.10356702,3,139323962.0,1,13981702.17,23080.21875,12.94140391,4499
4,515.9868602,185220.13008042087,310730.0404,2538.89322,84.46461249,4,177163744.8,1,5649278.695,16076.08346,91.7253055,4856
4,331.4632549,186251.25861093533,233215.3487,2165.816219,72.01098875,2,239062709.0,2,15374275.5,16094.67308,40.95658944,666
1,667.2718331,384597.58472443337,388312.209,7592.963883,67.57236496,2,306625889.9,1,2983483.984,11944.58642,68.1902818,531
3,122.2865874,96510.23254945918,27041.05601,1631.611853,86.83807827,3,461265312.7,3,15727672.64,31583.13912,50.69159693,4634
7,764.8455945,348660.16700908024,238612.4733,7303.481363,57.93686071,1,205897243.0,1,3635332.681,48618.28328,12.00040956,1805
1,39.60544734,51639.11863792178,202087.0152,8974.44671,95.36079233,3,308429560.0,1,3131202.913,22880.35297,80.06492294,4775
2,997.0075737,505234.670272009,216521.1918,45.86506019,62.81387013,2,218004071.9,2,722327.273,37323.08621,76.783468,2968
7,895.3421219,374562.2326801546,254927.0782,8921.839164,93.25874947,2,75615564.96,3,11839359.37,10311.68345,74.25254518,4519
3,692.4719956,345568.4154955924,256234.2835,6580.312743,83.70781038,4,426741804.6,1,1617187.361,27797.00193,14.21671651,1811
1,787.8701524,425425.4296372449,364042.6807,6985.908152,61.33603666,3,328817964.5,1,1206251.572,2716.327735,96.4874622,1455
3,44.46588196,60214.38558704159,65417.65197,183.9940643,83.5302772,2,379863315.3,3,19798803.33,11655.54619,89.32559671,1032
6,594.77635,300946.35440111766,329584.0902,4164.938118,70.5329676,2,335057240.5,3,11119065.01,7691.784062,62.05955704,4619
3,153.6920387,124092.53826130727,412131.142,8637.920406,97.06903241,2,6896839.13,3,14997994.1,12991.56259,2.690778715,4853
2,839.0223041,372341.55129303515,74307.08848,3053.902407,81.65575288,4,332303346.4,1,3556559.231,39888.00504,83.61522346,3881
6,418.9111428,236036.07234397356,234321.2119,5922.874176,66.75969685,1,214819101.2,3,17395719.2,45758.18948,1.994778214,1302
6,46.17134397,45461.088957407774,13930.75937,1741.282793,88.06951012,4,439232668.0,1,3265936.284,9213.311337,94.94632416,308
4,364.660916,152011.29974207206,49766.09224,6834.244469,98.24311281,3,156706572.5,2,3546185.34,18173.52791,87.85652868,4681
6,643.5609693,280922.31834092917,296968.0466,3272.996643,82.42462531,2,79398943.2,2,8942721.004,47185.81046,48.64277595,4457
7,38.58146212,47292.3675825719,161658.1638,6436.848323,77.66191388,2,250736579.7,2,17745674.15,11444.46194,28.71682942,407
7,626.8893771,262797.2715217975,42833.79781,4693.225626,68.5947724,2,367126462.6,3,12794450.94,31784.76807,83.15149371,4493
6,320.7891665,121599.00459677623,274848.4382,5048.072527,57.50884938,1,110894409.3,2,3944058.818,11139.75043,70.47141556,2671
5,632.6938443,206648.06137285198,183161.7424,5265.139301,80.3928331,4,318922816.1,2,425333.1503,47874.9603,90.00022661,1508
5,841.4497544,462725.47706659813,342617.2763,804.5330694,81.35553673,1,344982866.1,3,5595175.96,34134.20902,32.98366208,868
5,126.6080449,72505.78362393792,253696.8526,2790.887742,54.86169385,2,23674534.73,3,10925317.46,49250.23545,37.59392844,287
5,233.123789,137068.1247165667,296336.7906,1995.552462,90.97375742,1,485165512.2,1,3263149.744,1282.894182,25.43475289,1422
1,892.0644328,569234.165016813,130524.3518,1102.246076,72.88454458,3,202908873.1,2,10005201.68,30566.04824,98.28443397,4141
1,653.6998381,440841.15717823524,156553.2209,2390.729848,55.94271919,1,450500572.2,1,18881833.9,39715.40411,6.828706476,4880
2,232.3967303,172450.91242097746,169840.1782,9345.864882,66.79827428,3,212908925.8,1,6319304.073,22678.39488,88.45552418,3807
3,666.2822678,433460.21436236,98365.06862,2763.079431,82.5208125,1,484270303.2,3,1089792.922,5633.392285,88.7942045,585
3,723.5352686,405860.36516120506,377958.6655,4494.909,99.13699899,3,272376930.7,3,86578.7803,42814.53018,11.11146847,2818
1,318.781406,166372.98547434286,59477.21232,6553.162892,50.16660051,2,337500276.1,2,5080840.949,22907.86236,52.62768987,3854
3,418.9882901,221224.62453495778,135370.6186,2552.261139,53.31147744,4,241304045.8,1,13278860.42,12888.43666,99.65023536,1935
